LowerBound_X,LowerBound_Y,UpperBound_X,UpperBound_Y,Position_X,Position_Y
28312.5875,195.97578000000001,28371.4875,205.97578000000001,28311.5875,200.97578000000001
28147.95763,285.11385,28176.857630000002,295.11385,28176.857630000002,290.11385
26933.384260000003,262.48322,26962.384260000003,266.98322,26962.384260000003,265.48322
27594.394910000003,-141.03556,27621.57867,-129.33956,27610.14958,-135.18756000000002
28361.54005,-518.11327,28371.54005,-508.11327,28366.04005,-513.11327
26843.36507,471.95828,26872.36507,476.45828,26872.36507,474.95828
28134.952839999998,199.40498,28193.952839999998,203.90498,28193.952839999998,202.40498
27684.9795,-276.33485,27718.956980000003,-241.55229,27692.46883,-266.49499
28135.75053,-604.9907599999999,28145.75053,-594.9907599999999,28140.25053,-599.9907599999999
27558.56512,885.04586,27587.56512,915.04586,27587.56512,885.04586
28746.73253,-592.9564,28774.73253,-534.9564,28760.23253,-563.9564
26233.73273,-369.39701,26243.73273,-359.39701,26238.23273,-364.39701
26688.75038,220.01301,26702.94038,241.76301,26702.94038,241.76301
28260.63572,531.39098,28264.13572,561.39098,28261.13572,561.39098
26578.25042,-599.80698,26587.25042,-569.90698,26582.25042,-599.80698
28117.490939999996,-1078.08781,28142.81031,-1051.44074,28129.65062,-1064.99664
28746.60647,-428.78597,28781.60647,-424.28597,28745.60647,-427.28597
26804.86507,286.77078,26814.86507,296.77078,26809.36507,291.77078
27350.926539999997,-685.22117,27378.766089999997,-656.6795099999999,27364.114830000002,-670.97059
26552.63129,-1164.08925,26578.19286,-1140.8297699999998,26564.89094,-1149.90973
26465.258869999998,-1030.01211,26490.82045,-1006.7526300000001,26477.56079,-1020.93215
26590.04084,-383.51247,26610.79084,-368.32247,26610.79084,-383.51247
27256.717780000003,-140.18644,27290.73104,-105.17318999999999,27281.53145,-130.98683
26633.15395,378.95777999999996,26658.473319999997,405.60485,26645.31363,392.04895
27619.70525,-213.33487999999997,27646.114139999998,-190.61776,27632.282839999996,-202.00233
27090.95999,-0.9068799999999999,27105.149989999998,20.843120000000003,27105.149989999998,20.843120000000003
26683.811,-584.59878,26698.001,-562.84878,26698.001,-562.84878
26624.56944,-584.29023,26638.75944,-562.54023,26638.75944,-562.54023
27439.373839999997,762.23113,27456.686339999997,774.23113,27439.186339999997,774.23113
26827.03299,233.3196,26852.680060000002,259.63897000000003,26839.12416,246.47928
26161.26808,-358.97365,26182.01808,-343.78365,26160.26808,-343.78365
28859.777739999998,-600.1691099999999,28894.67774,-590.1691099999999,28894.67774,-595.1691099999999
26802.42895,418.49624,26823.17895,433.68624000000005,26801.42895,433.68624000000005
28303.81505,468.20915,28332.71505,478.20915,28302.81505,473.20915
27549.500939999998,-684.10221,27577.34049,-655.56055,27562.689239999996,-669.8111299999999
26717.19036,-348.01735,26752.19036,-324.01735,26752.19036,-324.01735
26877.196760000003,238.98322000000002,26886.196760000003,249.98322000000002,26881.196760000003,244.48322000000002
28440.94662,-272.92882000000003,28469.70987,-242.04733,28457.86884,-268.83567999999997
27659.520160000004,314.45272,27663.020160000004,386.45272,27660.020160000004,386.45272
28207.927010000003,-335.16578,28217.927010000003,-325.16578,28212.427010000003,-330.16578
26660.00328,471.81444000000005,26689.00328,476.31444000000005,26689.00328,474.81444000000005
26801.12795,-1082.64447,26826.68953,-1059.38499,26813.3876,-1068.46495
26590.1457,531.67749,26647.1457,560.67749,26618.1457,546.17749
28093.19443,-242.82109,28103.19443,-232.82109,28097.69443,-237.82109
28349.100510000004,417.55232,28369.850510000004,432.74232,28369.850510000004,417.55232
26145.343969999998,666.07801,26170.99104,692.39738,26157.43514,679.2377
26552.246030000002,-946.7609699999999,26577.8076,-923.5014800000001,26564.54795,-937.68101
28339.248730000003,504.62155,28364.8958,530.94092,28351.804630000002,517.78124
27439.373839999997,690.23113,27456.686339999997,702.23113,27439.186339999997,702.23113
26344.772109999998,-598.90698,26401.772109999998,-569.90698,26372.772109999998,-584.40698
28195.82208,-383.29472999999996,28217.813210000004,-366.26689,28216.48932,-383.29472999999996
26750.241869999998,-270.6489,26759.241869999998,-240.7489,26754.241869999998,-240.7489
28368.09933,-366.8372,28393.41869,-340.19012999999995,28380.25901,-353.2813
26442.0829,207.63362,26499.0829,236.63362,26470.0829,222.13362
27119.948839999997,-418.22378,27141.20833,-395.96429,27126.08815,-396.13041
26539.115,-515.48827,26549.115,-505.48827,26543.615,-510.48827
26195.20667,486.96489,26204.20667,497.96489,26199.20667,492.46489
28853.06705,510.80440999999996,28878.38642,537.45148,28865.22674,524.3603099999999
27596.76428,-537.0643,27644.68287,-475.33482999999995,27620.22357,-506.19957
26768.20135,-1030.3361,26793.762919999997,-1007.0766199999999,26780.503269999997,-1021.2561400000001
27169.72146,-17.28015,27206.744560000003,21.01535,27196.698089999998,21.09329
28328.90255,346.20915,28337.90255,357.20915,28332.90255,351.70915
28276.55343,375.91147,28301.8728,402.55854,28288.71312,389.00264
28776.77777,-760.34606,28786.77777,-750.34606,28781.27777,-755.34606
27589.020160000004,309.95272,27660.020160000004,314.45272,27588.020160000004,311.45272
28784.63897,683.53515,28819.63897,688.03515,28819.63897,686.53515
27822.03033,982.3721300000001,27846.745660000004,1002.9985199999999,27834.016639999998,992.66403
28121.42735,-504.81257999999997,28146.746710000003,-478.16551,28133.587030000002,-491.72140999999993
28121.42735,-364.53092000000004,28146.746710000003,-337.88385,28133.587030000002,-351.43975
28398.65595,232.31545,28424.30302,258.63482,28410.74712,245.47513999999998
27035.38342,-379.12113,27052.38342,-355.12113,27052.34673,-379.02771
27083.687339999997,-510.00798,27106.68733,-492.00798,27106.59392,-492.04465999999996
28117.438639999997,-1210.5258800000001,28162.438639999997,-1187.5258800000001,28139.438639999997,-1199.0258800000001
26136.083769999997,601.68052,26193.083769999997,630.68052,26164.083769999997,616.18052
26596.09992,-569.0564400000001,26621.74699,-542.73708,26608.19109,-555.89676
27381.89969,985.64263,27401.15123,1006.0091800000001,27391.02546,995.8259099999999
28023.79125,-551.53067,28033.79125,-541.53067,28028.29125,-546.53067
27613.74958,-104.01125,27667.74958,-76.51125,27667.74958,-104.01125
28024.18545,300.8511,28034.18545,310.8511,28028.68545,305.8511
26239.23273,-367.20951,26274.23273,-362.70951,26274.23273,-364.20951
26490.11179,-569.0564400000001,26515.758859999998,-542.73708,26502.20296,-555.89676
27034.14005,-470.68752,27060.399589999997,-442.43751,27046.68942,-456.56252
26741.13983,-1112.10486,26766.7014,-1088.84538,26753.44175,-1103.0249099999999
26465.28001,-946.7609699999999,26490.84158,-923.5014800000001,26477.58193,-937.68101
28778.92367,-16.97328,28804.112139999997,9.87312,28804.112139999997,-3.5500800000000003
28777.10647,-432.09847,28787.10647,-422.09847,28781.60647,-427.09847
26628.241869999998,-242.8364,26638.241869999998,-232.8364,26632.741869999998,-237.8364
27566.588480000002,201.13326,27601.588480000002,236.58633999999998,27565.588480000002,236.8598
27881.85819,-1188.12626,27907.50526,-1161.80689,27893.949360000002,-1174.96658
28201.69443,-270.63358999999997,28258.69443,-241.63359,28229.69443,-256.13358999999997
28313.2293,531.39098,28370.2293,560.39098,28341.2293,545.89098
27296.59275,-536.79432,27344.51133,-475.06485,27320.05204,-505.92958
26585.44476,-999.06934,26611.00633,-975.80986,26597.70441,-984.8898199999999
26877.490719999998,-605.40698,26886.490719999998,-594.40698,26881.490719999998,-599.90698
28042.765339999998,256.90497999999997,28051.765339999998,267.90497999999997,28046.765339999998,262.40497999999997
27791.452230000003,952.3648199999999,27850.452230000003,982.3648199999999,27790.452230000003,982.3648199999999
28046.96892,344.55835,28067.71892,359.74835,28067.71892,344.55835
27446.17448,-694.81344,27460.36448,-673.06344,27460.36448,-673.06344
28298.21505,286.52165,28308.21505,296.52165,28302.71505,291.52165
26342.772109999998,-602.90698,26401.772109999998,-598.40698,26401.772109999998,-599.90698
28029.29125,-429.84317000000004,28058.19125,-419.84317000000004,28028.29125,-424.84317000000004
26828.40466,-1164.41324,26853.96623,-1141.15376,26840.66431,-1150.23372
26539.30105,-470.99807000000004,26560.05105,-455.80807000000004,26538.30105,-455.80807000000004
26358.34359,-443.65255999999994,26379.09359,-428.46255999999994,26379.09359,-443.65255999999994
26161.08738,-816.39851,26181.55605,-794.92984,26181.39583,-800.73338
27657.699230000002,200.45565,27666.699230000002,211.45565,27661.699230000002,205.95565
26803.92865,-288.32921,26812.92865,-264.42921,26807.92865,-288.32921
26805.92865,-288.32921,26809.42865,-264.32921,26806.42865,-264.32921
26709.10367,356.99953999999997,26729.85367,372.18953999999997,26729.85367,356.99953999999997
28817.84003,499.55059000000006,28826.84003,559.45059,28821.84003,499.55059000000006
28825.15878,-442.55847,28860.15878,-427.55847,28824.15878,-442.55847
26957.384260000003,203.48322,26971.384260000003,261.48322,26971.384260000003,261.48322
26955.67636,505.9457,26965.67636,515.9457,26960.17636,510.9457
26707.79739,202.50677,26711.29739,232.50677000000002,26708.29739,232.50677000000002
26810.36507,287.45828,26839.36507,291.95828,26809.36507,288.95828
26525.16337,-1111.78088,26550.72494,-1088.5214,26537.46529,-1102.70092
28364.3108,294.31222,28389.63017,320.95929,28376.470489999996,307.86811
27330.73732,635.69438,27341.73732,654.00688,27341.73732,653.19438
28432.4875,202.47578000000001,28435.9875,232.47578,28434.4875,202.47578000000001
27316.113339999996,-259.07478,27370.113339999996,-239.10627999999997,27370.113339999996,-259.07478
27437.86765,-449.1449,27461.140860000003,-420.63309000000004,27461.140860000003,-434.889
28818.65878,-815.55275,28827.65878,-755.65275,28822.65878,-815.55275
26644.85042,-606.40698,26703.75042,-596.40698,26643.85042,-601.40698
27613.7819,-692.9808,27641.621460000002,-664.4391400000001,27626.9702,-678.68972
26681.207730000002,-1164.41324,26706.76931,-1141.15376,26693.467380000002,-1150.23372
27396.92105,-88.31746,27419.88844,-62.768640000000005,27407.90476,-87.29096
26648.2457,558.17749,26707.1457,568.17749,26707.1457,563.17749
27732.17662,308.29766,27742.17662,318.29766,27736.67662,313.29766
28759.90062,626.20746,28780.65062,641.3974599999999,28780.65062,626.20746
26819.49338,531.67749,26876.49338,560.67749,26847.49338,546.17749
28088.077719999997,-581.88346,28102.26772,-560.13346,28102.26772,-560.13346
28048.052839999997,195.90498,28088.952839999998,205.90498,28088.952839999998,200.90498
26629.98477,220.01301,26644.174769999998,241.76301,26644.174769999998,241.76301
28756.921239999996,715.4676400000001,28782.568310000002,741.7869999999999,28769.012410000003,728.62732
27354.89313,715.96735,27372.20563,727.96735,27354.70563,727.96735
28110.825139999997,212.20542000000003,28125.015139999996,233.95542000000003,28125.015139999996,233.95542000000003
28140.79443,-244.13359,28199.69443,-234.13359,28199.69443,-239.13359
26753.88426,197.29572,26763.88426,207.29572,26758.38426,202.29572
28881.32356,-718.44377,28895.32356,-682.44377,28880.32356,-682.44377
27306.73732,635.69438,27317.73732,654.00688,27317.73732,653.19438
26136.43234,636.15679,26193.43234,665.15679,26164.43234,650.65679
28174.45763,351.71385,28183.45763,411.61385,28178.45763,351.71385
28030.68545,387.52133,28058.68545,445.52133,28044.18545,416.52133
28637.19121,643.0201900000001,28657.94121,658.21019,28636.19121,658.21019
28741.067710000003,616.4396,28751.067710000003,626.4396,28745.567710000003,621.4396
28047.952839999998,197.90498,28088.952839999998,202.40498,28046.952839999998,199.40498
26232.54723,-309.02201,26242.54723,-299.02201,26237.04723,-304.02201
26818.49338,558.17749,26877.39338,568.17749,26877.39338,563.17749
26163.04723,-382.21951,26198.04723,-367.21951,26162.04723,-382.21951
26575.741869999998,-270.6489,26632.741869999998,-241.6489,26603.741869999998,-256.1489
26810.36507,351.95828,26838.36507,409.95828,26823.86507,380.95828
26488.50044,-494.65435,26492.00044,-464.65435,26490.50044,-494.65435
26337.49699,-396.22212,26346.49699,-385.22212,26341.49699,-390.72212
26194.23473,-306.70951,26203.23473,-295.70951,26198.23473,-301.20951
26462.772109999998,-602.90698,26521.772109999998,-598.40698,26521.772109999998,-599.90698
28330.21505,291.70915,28339.21505,351.60915,28334.21505,351.60915
28029.78545,381.02133,28058.68545,391.02133,28058.68545,386.02133
28373.4875,203.47578000000001,28430.4875,232.47578,28401.4875,217.97578
26801.39725,331.31763,26822.14725,346.50763,26800.39725,346.50763
26572.4275,-335.80077,26581.4275,-324.80077,26576.4275,-330.30077
26586.84528,-298.12969,26612.49234,-271.81032000000005,26599.401169999997,-284.97001
26403.12128,-242.1489,26462.12128,-237.6489,26402.12128,-240.6489
28146.38863,232.31545,28172.0357,258.63482,28158.4798,245.47513999999998
26335.30878,-276.1489,26344.30878,-265.1489,26339.30878,-270.6489
26213.64729,647.06888,26227.83729,668.81888,26227.83729,668.81888
27517.82127,135.24972,27586.82127,205.24972,27551.82127,170.24972
27784.5491,-307.21808,27809.0491,-270.71808,27783.5491,-270.71808
26989.62193,306.25352999999996,26993.12193,366.25352999999996,26990.12193,366.25352999999996
28181.057630000003,468.11385,28209.95763,478.11385,28180.057630000003,473.11385
26168.037780000002,37.13658,26191.037780000002,60.771969999999996,26167.037780000002,60.954280000000004
26741.03224,-1030.3361,26766.59381,-1007.0766199999999,26753.33416,-1021.2561400000001
27456.139460000002,-288.03706,27480.639460000002,-258.03706,27455.139460000002,-258.03706
28748.63897,683.53515,28783.63897,688.03515,28783.63897,686.53515
26810.46507,468.45828,26839.36507,478.45828,26809.46507,473.45828
28361.21505,466.89665,28371.21505,476.89665,28365.71505,471.89665
28173.14513,346.11385,28182.14513,357.11385,28177.14513,351.61385
26354.9366,-298.12969,26380.58367,-271.81032000000005,26367.4925,-284.97001
28747.2459,624.35528,28775.2459,682.35528,28760.7459,653.35528
26857.86469,-1141.75954,26916.86469,-1111.75954,26856.86469,-1111.75954
26422.94709,-395.13541000000004,26432.94709,-385.13541000000004,26427.44709,-390.13541000000004
27517.82127,316.13395,27586.82127,386.13395,27551.82127,351.13395
28047.69443,-299.63358999999997,28061.69443,-241.63359,28046.69443,-299.63358999999997
28029.68545,301.5386,28058.68545,306.0386,28028.68545,303.0386
28312.3293,557.89098,28371.2293,567.89098,28371.2293,562.89098
28825.89816,624.31337,28853.89816,682.31337,28839.39816,653.31337
28053.79125,-554.15567,28063.79125,-544.15567,28058.29125,-549.15567
26525.35459,-1082.32049,26550.91616,-1059.06101,26537.61424,-1068.14096
28364.3108,439.92103,28389.63017,466.5681,28376.470489999996,453.47693
28817.13897,686.53515,28826.13897,734.43515,28821.13897,686.53515
28824.44003,556.05059,28859.34003,566.05059,28859.34003,561.05059
26758.49338,560.17749,26817.49338,564.67749,26757.49338,561.67749
28838.7851,-555.63987,28859.5351,-540.44987,28859.5351,-555.63987
26198.94178,635.15679,26202.44178,683.15679,26200.94178,635.15679
28855.65878,-760.36525,28865.65878,-750.36525,28860.15878,-755.36525
28820.65878,-424.54847,28824.15878,-364.54847,28821.15878,-364.54847
28175.94038,217.93241,28190.130380000002,239.68241,28190.130380000002,239.68241
27516.849510000004,486.77835,27585.849510000004,556.77835,27550.849510000004,521.77835
26544.615,-514.80077,26573.615,-510.30077,26543.615,-513.30077
26921.384260000003,195.98322,26962.284260000004,205.98322,26920.384260000003,200.98322
26139.29299,493.18273,26196.29299,522.18273,26167.29299,507.68273
26231.910180000003,575.51643,26257.55725,601.8358,26244.466080000002,588.67612
26612.4558,-1030.01211,26638.017369999998,-1006.7526300000001,26624.757719999998,-1020.93215
27503.474130000002,-138.10653,27527.974130000002,-108.10653,27527.974130000002,-138.10653
26784.01889,351.11453,26809.33826,377.7616,26796.17857,364.2057
27581.904960000003,-345.70687999999996,27612.904960000003,-326.70687999999996,27612.904960000003,-326.70687999999996
28176.927010000003,-450.25327999999996,28185.927010000003,-390.35328,28180.927010000003,-390.35328
28180.95763,471.61385,28209.95763,476.11385,28209.95763,474.61385
26820.17453,-316.24201,26845.8216,-289.92264,26832.73043,-303.08232000000004
26811.58071,-405.87341000000004,26835.20276,-381.70797999999996,26822.891730000003,-393.43253
28052.19443,-300.63358999999997,28055.69443,-240.63359,28052.69443,-240.63359
26201.61275,-122.87811,26224.61275,-56.87811,26200.61275,-122.87811
28745.658839999996,-663.6347599999999,28780.558839999998,-653.6347599999999,28780.558839999998,-658.6347599999999
28825.25878,-431.04847,28860.15878,-421.04847,28860.15878,-426.04847
26872.99338,556.86499,26882.99338,566.86499,26877.49338,561.86499
27473.753460000004,904.25554,27505.47088,936.9729699999999,27489.031710000003,920.51279
26753.99338,531.67749,26757.49338,561.67749,26754.49338,561.67749
27503.474130000002,-172.588,27527.974130000002,-142.588,27527.974130000002,-172.588
28628.15385,703.06846,28675.15385,707.56846,28627.15385,704.56846
26875.884260000003,202.58321999999998,26884.884260000003,244.48322000000002,26879.884260000003,244.48322000000002
26751.99338,531.7774900000001,26760.99338,561.67749,26755.99338,531.7774900000001
26567.241869999998,-270.6489,26576.241869999998,-240.7489,26571.241869999998,-240.7489
27318.73732,635.69438,27329.73732,654.00688,27329.73732,653.19438
28084.452839999998,197.21748,28094.452839999998,207.21748,28088.952839999998,202.21748
28741.10647,-430.78597,28751.10647,-420.78597,28745.60647,-425.78597
27591.158480000002,522.25194,27628.428310000003,561.42444,27605.11942,526.26071
27628.395589999996,-592.8005400000001,27676.31418,-531.07107,27651.85489,-561.93581
26708.37685,-1164.41324,26733.93842,-1141.15376,26720.6365,-1150.23372
27445.141839999997,-169.41941,27473.83987,-137.45213,27458.987960000002,-153.43442
26650.29739,203.50677,26707.29739,232.50677000000002,26678.29739,218.00677000000002
27167.28129,-95.60507,27190.28129,-71.96968000000001,27166.28129,-71.78737
28854.079739999997,-397.74285,28879.399110000002,-371.09578,28866.239419999998,-384.18695
28295.08372,-472.58792,28317.07485,-455.56009000000006,28295.407610000002,-455.56009000000006
26239.11263,-241.6497,26274.11263,-237.1497,26274.11263,-238.6497
28181.95763,412.66205,28209.95763,470.66205,28195.45763,441.66205
26862.39867,-582.66263,26876.588669999997,-560.91263,26876.588669999997,-560.91263
26538.073640000002,-444.62816,26558.823640000002,-429.43816,26537.073640000002,-429.43816
28746.567710000003,618.4396,28781.567710000003,622.9396,28745.567710000003,619.9396
27784.036389999997,469.16375,27804.786389999997,484.35375,27783.036389999997,484.35375
27644.603389999997,985.31556,27676.303389999997,1019.33556,27659.95339,1002.32556
27471.71768,865.38065,27503.435110000002,898.0980800000001,27487.177860000003,881.65891
26704.6457,531.67749,26713.6457,561.57749,26708.6457,561.57749
27354.89313,667.96735,27372.20563,679.96735,27354.70563,679.96735
26786.54355,-879.39206,26825.24714,-851.31156,26785.54355,-851.86039
26830.82755,-569.0564400000001,26856.474619999997,-542.73708,26842.918719999998,-555.89676
28304.04005,-509.30077,28332.04005,-451.30077,28317.54005,-480.30077
26878.49338,560.17749,26937.49338,564.67749,26877.49338,561.67749
26729.43845,-872.6615,26761.78068,-839.69705,26761.78068,-855.8085199999999
26432.517030000003,-999.06934,26458.0786,-975.80986,26444.776680000003,-984.8898199999999
27439.373839999997,654.23113,27456.686339999997,666.23113,27439.186339999997,666.23113
26934.465610000003,413.33566,26959.78498,439.98273,26946.6253,426.42683
27339.938789999997,-1013.1682800000001,27368.938789999997,-935.1682800000001,27338.938789999997,-1013.1682800000001
26877.61615,-311.82921,26886.61615,-300.82921,26881.61615,-306.32921
27517.120160000002,307.95272,27588.020160000004,317.95272,27588.020160000004,312.95272
27279.19735,-490.24200999999994,27312.59799,-455.65835999999996,27278.19735,-477.74200999999994
26644.75042,-602.90698,26703.75042,-598.40698,26703.75042,-599.90698
28468.487889999997,-259.19347,28483.487889999997,-243.19347000000002,28483.487889999997,-243.19347000000002
26163.04723,-307.70951,26197.94723,-297.70951,26162.04723,-302.70951
26693.741869999998,-270.6489,26750.741869999998,-241.6489,26721.741869999998,-256.1489
28195.19443,-242.82109,28205.19443,-232.82109,28199.69443,-237.82109
28176.927010000003,-390.35328,28185.927010000003,-330.45328,28180.927010000003,-330.45328
26237.94178,630.65679,26272.94178,635.15679,26236.94178,632.15679
28372.5875,195.97578000000001,28431.4875,205.97578000000001,28371.5875,200.97578000000001
28121.616289999998,-1150.46889,28146.93565,-1123.82182,28133.77597,-1137.37772
27290.815360000004,-321.68779,27311.815360000004,-299.68779,27300.815360000004,-310.68779
26681.12128,-999.3933300000001,26706.68285,-976.13385,26693.380930000003,-985.2138
26405.21097,-946.7609699999999,26430.77254,-923.5014800000001,26417.51289,-937.68101
26549.652990000002,203.52376999999998,26578.416240000002,234.40525,26560.49401,230.31211000000002
26673.82705,504.88027,26699.47412,531.19964,26686.38295,518.03995
27471.874239999997,943.4262699999999,27503.591669999998,976.1437,27487.33442,959.7045300000001
26705.79739,202.60676999999998,26714.79739,232.50677000000002,26709.79739,202.60676999999998
26961.22193,362.75352999999996,26990.12193,372.75352999999996,26960.22193,367.75352999999996
28276.22373,-504.81257999999997,28301.54309,-478.16551,28288.383410000002,-491.72140999999993
27855.723560000002,-1209.74728,27870.29637,-1186.04827,27869.718969999998,-1186.04827
26622.19057,-843.6479300000001,26698.71056,-815.63485,26621.19057,-815.63485
27378.864210000003,902.5517699999999,27410.581639999997,935.2692,27394.14247,918.8090199999999
28337.71505,411.70915,28365.71505,469.70915,28351.21505,440.70915
26810.36507,471.95828,26839.36507,476.45828,26839.36507,474.95828
28056.69443,-240.63359,28097.69443,-236.13359,28097.69443,-237.63359
27224.86141,-989.17806,27245.86141,-964.11306,27223.86141,-964.11306
26858.27925,220.01301,26872.46925,241.76301,26872.46925,241.76301
26142.05129,-274.01415,26167.37066,-247.36708,26154.21098,-260.92298
28135.052839999997,195.90498,28193.952839999998,205.90498,28134.052839999997,200.90498
26788.09935,-569.0564400000001,26813.74642,-542.73708,26800.19052,-555.89676
27349.966310000003,913.65399,27399.877999999997,964.56568,27399.877999999997,939.1098400000001
27352.076660000002,834.67514,27401.98835,885.5868300000001,27401.98835,860.13099
26197.54723,-364.20951,26201.04723,-304.20951,26198.04723,-304.20951
28169.00716,504.62155,28194.65423,530.94092,28181.563060000004,517.78124
27288.260560000002,716.21206,27305.573060000002,728.21206,27304.760560000002,716.21206
26269.61263,-245.1497,26279.61263,-235.1497,26274.11263,-240.1497
27574.755380000002,369.35395,27609.755380000002,404.80703,27573.755380000002,405.08049
28001.892000000003,952.76674,28021.518389999997,978.4820699999999,28011.1839,965.4957699999999
28082.13572,557.89098,28141.03572,567.89098,28141.03572,562.89098
28136.63572,559.20348,28146.63572,569.20348,28141.13572,564.20348
28837.63897,687.53515,28894.63897,716.53515,28865.63897,702.03515
